Latitude,Longitude,pH,AnnualReplenishableResources,NaturalDischarge,NetGroundwaterAvailability,IrrigationDraft,DomesticAndIndustryDraft,TotalDraft,StageOfGroundwaterDevelopment
28.356,76.54,8.51,3958.37,395.83,3562.54,5930.88,239.72,6170.6,173.208
28.414,76.483,8.91,3958.37,395.83,3562.54,5930.88,239.72,6170.6,173.208
28.2101,76.5243,8.74,5976.72,597.67,5379.05,5008.27,731.05,5739.32,106.698
28.205,76.727,8.84,5976.72,597.67,5379.05,5008.27,731.05,5739.32,106.698
28.242,76.508,8.89,5976.72,597.67,5379.05,5008.27,731.05,5739.32,106.698
28.163,76.668,8.94,5976.72,597.67,5379.05,5008.27,731.05,5739.32,106.698
28.8812,76.504,8.78,5961.58,596.16,5365.42,1393.74,73.71,1467.45,27.35
29.046,76.4776,8.71,2671.51,133.57,2537.94,1277.49,30,1307.49,51.518
28.939,76.4339,8.54,8445.56,422.28,8023.28,4271.94,30,4301.94,53.618
29.964,76.2946,8.26,8445.56,422.28,8023.28,4271.94,30,4301.94,53.618
29.0114,76.374,8.4,8445.56,422.28,8023.28,4271.94,30,4301.94,53.618
28.821,76.5757,8.67,10653.09,1065.31,9587.78,4816.8,408,5224.8,54.494
28.892,76.7837,8.45,10653.09,1065.31,9587.78,4816.8,408,5224.8,54.494
28.8452,76.6772,8.85,10653.09,1065.31,9587.78,4816.8,408,5224.8,54.494
28.964,76.513,8.15,10653.09,1065.31,9587.78,4816.8,408,5224.8,54.494
28.8346,76.8445,8.42,4702.41,470.24,4232.17,2406.69,60,2466.69,58.284
28.778,76.7677,8.8,4702.41,470.24,4232.17,2406.69,60,2466.69,58.284
29.7417,75.1958,8.49,12593.62,1259.37,11334.25,8627.4,21.69,8649.09,76.309
29.6222,75.0222,8.31,12593.62,1259.37,11334.25,8627.4,21.69,8649.09,76.309
29.9264,74.6764,8.26,12593.62,1259.37,11334.25,8627.4,21.69,8649.09,76.309
29.9542,74.7375,8.4,13173.15,1317.31,11855.84,14518,88,14606,123.197
29.8917,74.6361,8.51,13173.15,1317.31,11855.84,14518,88,14606,123.197
29.8444,74.5556,8.9,13173.15,1317.31,11855.84,14518,88,14606,123.197
29.775,74.5167,8.86,13173.15,1317.31,11855.84,14518,88,14606,123.197
29.7125,74.6347,8.15,13173.15,1317.31,11855.84,14518,88,14606,123.197
29.7917,74.7083,8.32,13173.15,1317.31,11855.84,14518,88,14606,123.197
29.7167,74.7667,8.81,13173.15,1317.31,11855.84,14518,88,14606,123.197
29.8583,74.7694,8.75,13173.15,1317.31,11855.84,14518,88,14606,123.197
29.8861,74.72,8.42,13173.15,1317.31,11855.84,14518,88,14606,123.197
29.9208,74.8042,8.6,13173.15,1317.31,11855.84,14518,88,14606,123.197
29.3403,74.63,8.41,6927.27,692.72,6234.55,14635.66,605.77,15241.43,244.467
29.5375,74.7417,8.79,6927.27,692.72,6234.55,14635.66,605.77,15241.43,244.467
29.4222,74.6125,8.75,6927.27,692.72,6234.55,14635.66,605.77,15241.43,244.467
29.3933,74.6175,8.36,6927.27,692.72,6234.55,14635.66,605.77,15241.43,244.467
29.425,74.7708,8.71,6927.27,692.72,6234.55,14635.66,605.77,15241.43,244.467
29.4625,75.2639,8.45,5214.7,521.47,4693.23,4993.79,8,5001.79,106.575
29.4542,75.2042,7.97,5214.7,521.47,4693.23,4993.79,8,5001.79,106.575
29.3278,74.9861,8.23,5214.7,521.47,4693.23,4993.79,8,5001.79,106.575
29.2528,75.0833,8.34,5214.7,521.47,4693.23,4993.79,8,5001.79,106.575
29.3,75.1444,8.24,5214.7,521.47,4693.23,4993.79,8,5001.79,106.575
28.2572,74.1444,8.13,5214.7,521.47,4693.23,4993.79,8,5001.79,106.575
29.3917,75.0889,8.24,5214.7,521.47,4693.23,4993.79,8,5001.79,106.575
29.7847,74.9125,8.69,4765.89,238.29,4527.6,9231,44,9275,204.855
29.7833,74.8417,8.38,4765.89,238.29,4527.6,9231,44,9275,204.855
29.85,74.9833,8.91,4765.89,238.29,4527.6,9231,44,9275,204.855
29.825,75.0083,8.27,4765.89,238.29,4527.6,9231,44,9275,204.855
29.7542,74.85,7.93,4765.89,238.29,4527.6,9231,44,9275,204.855
29.7667,74.8972,8.75,4765.89,238.29,4527.6,9231,44,9275,204.855
29.8389,74.9889,8.95,4765.89,238.29,4527.6,9231,44,9275,204.855
29.6722,74.6569,8.41,8856.29,885.63,7970.66,11104.35,653.82,11758.17,147.518
29.6161,74.89,8.46,8856.29,885.63,7970.66,11104.35,653.82,11758.17,147.518
29.5358,75.0494,8.41,9033.68,903.37,8130.31,16762.41,596.1,17358.51,213.504
29.4778,74.9556,8.85,9033.68,903.37,8130.31,16762.41,596.1,17358.51,213.504
30.25,77.333,8.78,13437.49,1343.75,12093.74,9185.75,3290.16,12475.91,103.16
30.279,77.342,8.74,13437.49,1343.75,12093.74,9185.75,3290.16,12475.91,103.16
30.1375,77.3667,8.64,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23
30.167,77.2,8.83,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23
30.067,77.192,8.59,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23
30.1319,77.1239,8.69,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23
30.196,77.146,8.74,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23
30.069,77.281,8.64,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23
30.113,77.365,8.57,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23
30.1,77.279,8.66,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23,9914.23
30.125,77.086,8.81,10414.81,1041.48,9373.33,18487.34,993.384,19480.72,207.831
30.0411,77.1031,8.59,10414.81,1041.48,9373.33,18487.34,993.384,19480.72,207.831
30.127,77.115,8.78,10414.81,1041.48,9373.33,18487.34,993.384,19480.72,207.831
29.98,77.135,8.64,10414.81,1041.48,9373.33,18487.34,993.384,19480.72,207.831
30.025,77.15,8.55,10414.81,1041.48,9373.33,18487.34,993.384,19480.72,207.831
30.447,77.217,8.58,3842.76,384.27,3458.49,2899.62,399.456,3299.08,95.391
30.358,77.246,8.41,3842.76,384.27,3458.49,2899.62,399.456,3299.08,95.391
30.052,77.122,8.76,3842.76,384.27,3458.49,2899.62,399.456,3299.08,95.391
